@relation TWS-2D-v4.0.0-grayscale

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {White,Grey,Black}

@data
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,254.998535,0.024284,0.295452,-0.303278,0.002283,-0.007098,-0.29618,-1.495249,0.010415,0.090411,0.001465,0.001481,0.00145,253.162034,5.519571,13.792321,-14.763438,13.442255,-0.96651,-13.796928,-1.490515,37197.107172,165.699249,1.837966,1.837981,1.83795,1.8365,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,254.999551,0.010318,0.141287,-0.144723,0.000614,-0.00315,-0.141573,-1.50323,0.002005,0.025701,0.000449,0.000464,0.000434,253.581851,4.430935,11.698376,-12.485122,9.290016,-0.784904,-11.700217,-1.496897,19741.377834,120.225257,1.418149,1.418164,1.418133,1.4177,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,254.999837,0.006006,0.091631,-0.093776,0.000199,-0.001953,-0.091824,-1.502226,0.000101,0.008866,0.000163,0.000178,0.000148,253.754737,3.966339,10.757979,-11.47183,7.726263,-0.711269,-10.760561,-1.496768,13883.371325,101.807396,1.245263,1.245278,1.245247,1.2451,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000017,0.002045,0.039549,-0.040333,0.000046,-0.000717,-0.039616,-1.508511,0.000019,0.002258,-0.000017,-0.000002,-0.000032,254.053345,3.127424,8.952892,-9.522819,5.177011,-0.570443,-8.952375,-1.504026,6884.036819,71.068818,0.946655,0.94667,0.94664,0.946672,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000061,0.000929,0.023327,-0.02374,0.00001,-0.000368,-0.023373,-1.501443,0,0.000599,-0.000061,-0.000046,-0.000077,254.174706,2.773819,8.161937,-8.676212,4.243298,-0.514562,-8.161649,-1.504536,4628.701237,59.035541,0.825294,0.825309,0.825279,0.825355,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000073,0.000246,0.008238,-0.008349,0.000002,-0.000084,-0.008266,-1.476158,0,0.000136,-0.000073,-0.000058,-0.000089,254.373991,2.165364,6.734948,-7.153058,2.86294,-0.418669,-6.734388,-1.506428,2239.924818,40.445475,0.626009,0.626024,0.625994,0.626083,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0.00005,0.003614,-0.003661,0,-0.000029,-0.003632,-1.432733,0,0.000015,-0.000076,-0.000061,-0.000092,254.463164,1.885572,6.050983,-6.417452,2.257274,-0.369278,-6.048174,-1.515265,1403.435704,32.593999,0.536836,0.536851,0.536821,0.536912,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0.00001,0.000912,-0.000911,0,0.000015,-0.000927,-1.254873,0,0.000003,-0.000076,-0.000061,-0.000092,254.596724,1.439038,4.937439,-5.235945,1.514441,-0.302137,-4.933807,-1.520947,653.77275,21.796416,0.403276,0.403292,0.403261,0.403353,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0.000197,-0.000186,-0,0.000022,-0.000209,-1.008685,0,0,-0.000076,-0.000061,-0.000092,254.651738,1.245823,4.453547,-4.723761,1.232492,-0.274389,-4.449372,-1.525864,411.267993,17.621682,0.348262,0.348278,0.348247,0.348339,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0.000094,-0.000092,-0,0.000009,-0.000101,-0.566567,0,0,-0.000076,-0.000061,-0.000092,254.698399,1.076657,4.003819,-4.244179,1.002746,-0.245605,-3.998573,-1.538867,290.48278,14.428865,0.301601,0.301617,0.301586,0.301678,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.775967,0.775001,3.247976,-3.448706,0.674755,-0.206539,-3.242167,-1.032582,115.235669,9.305579,0.224033,0.224048,0.224018,0.224109,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.801994,0.656607,2.969221,-3.157036,0.582088,-0.193455,-2.963581,0.000143,85.845156,7.834832,0.198006,0.198021,0.19799,0.198082,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.82802,0.538219,2.690478,-2.865379,0.489425,-0.180372,-2.685006,1.032821,56.455988,6.364151,0.17198,0.171995,0.171964,0.172056,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.850807,0.436672,2.42746,-2.587332,0.397871,-0.163251,-2.424081,1.532508,35.312072,5.141189,0.149193,0.149208,0.149178,0.149269,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.864291,0.350381,2.265552,-2.419292,0.352597,-0.15407,-2.265222,1.506814,27.908608,4.509588,0.135709,0.135724,0.135694,0.135785,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.877774,0.264094,2.103651,-2.25126,0.307325,-0.14489,-2.106369,1.481122,20.505484,3.878015,0.122226,0.122241,0.12221,0.122302,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.889706,0.206803,1.945968,-2.085004,0.255247,-0.1301,-1.954905,1.449271,14.597845,3.333955,0.110294,0.110309,0.110279,0.11037,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.893651,0.169115,1.887973,-2.024398,0.227493,-0.118609,-1.905789,1.414278,13.272927,3.200274,0.106349,0.106364,0.106333,0.106425,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.897182,0.140629,1.822931,-1.954636,0.170434,-0.092213,-1.862423,1.345286,12.178694,3.146584,0.102818,0.102833,0.102802,0.102894,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.892408,0.196721,1.866832,-1.996929,0.139576,-0.073889,-1.92304,1.312273,13.965021,3.440264,0.107592,0.107607,0.107577,0.107668,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0,0,0,0,0,0,0,0,-0.000076,-0.000061,-0.000092,254.887634,0.252811,1.91073,-2.039221,0.108719,-0.055566,-1.983655,1.279262,15.751266,3.733931,0.112366,0.112382,0.112351,0.112443,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0,0.000058,-0.000061,-0,0.000005,-0.000066,0.466199,0,0,-0.000076,-0.000061,-0.000092,254.872311,0.377038,2.047109,-2.174042,0.021205,-0.013857,-2.160185,1.226326,24.000213,4.703205,0.127689,0.127705,0.127674,0.127766,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0.000001,0.000144,-0.000162,0,-0.000006,-0.000156,0.892901,0,0,-0.000076,-0.000061,-0.000092,254.852009,0.509382,2.237062,-2.366869,-0.074988,0.027745,-2.394615,1.180756,36.562789,5.979714,0.147991,0.148006,0.147975,0.148067,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0.000006,0.000421,-0.000484,0,-0.00004,-0.000444,1.126941,0,0,-0.000076,-0.000061,-0.000092,254.809176,0.703955,2.663965,-2.802836,-0.2337,0.077908,-2.880744,1.153237,73.692422,8.876842,0.190824,0.190839,0.190809,0.1909,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0.000025,0.000658,-0.000745,0,-0.000048,-0.000697,1.180717,0,0.000001,-0.000076,-0.000061,-0.000092,254.781541,0.817324,2.925471,-3.071278,-0.348269,0.104991,-3.176268,1.142383,114.631588,10.98521,0.218459,0.218474,0.218443,0.218535,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000076,0.000084,0.001104,-0.001185,0,-0.000004,-0.001181,1.175361,0,0.000002,-0.000076,-0.000061,-0.000092,254.733041,1.009936,3.360151,-3.526331,-0.568588,0.150781,-3.677112,1.120575,195.459872,14.863251,0.266959,0.266974,0.266943,0.267035,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000072,0.000133,0.001777,-0.001893,-0,0.000037,-0.00193,1.153756,0,0.000006,-0.000072,-0.000056,-0.000087,254.693686,1.153255,3.701498,-3.879729,-0.760441,0.181759,-4.061488,1.113645,303.348265,18.343298,0.306314,0.306329,0.306299,0.306385,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000065,0.000171,0.002351,-0.00248,-0,0.000112,-0.002591,1.118033,0,0.000011,-0.000065,-0.00005,-0.00008,254.669872,1.238703,3.880483,-4.074249,-0.898454,0.201168,-4.275417,1.10189,389.303249,20.627358,0.330128,0.330143,0.330112,0.330193,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000057,0.000226,0.003203,-0.00339,-0.000001,0.000158,-0.003548,1.087796,0,0.000017,-0.000057,-0.000042,-0.000072,254.625747,1.394142,4.251338,-4.459864,-1.12346,0.233754,-4.693617,1.096093,526.648599,24.685967,0.374253,0.374268,0.374238,0.37431,255,255,255,2550,0,255,White
255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255.000015,0,0,0,0,0,0,0,0,0,-0.000015,254.999985,0,0,0,0,0,0,0,0,0,0.000015,0.000031,255.000038,0.000558,0.008864,-0.009583,-0.000004,0.000267,-0.009849,1.063256,0,0.000152,-0.000038,-0.000023,-0.000053,254.508396,1.781185,5.134404,-5.378479,-1.847883,0.313424,-5.691903,1.086028,1202.242043,37.004785,0.491604,0.491619,0.491589,0.491642,255,255,255,2550,0,255,White
